time,open,high,low,close
2017-10-19,32.535,34,29.1,32.0425
2017-10-20,32.28874999999999,33.37,30.1,31.880000000000003
2017-10-23,32.084374999999994,32.084374999999994,30.19,30.6325
2017-10-24,31.358437499999997,31.358437499999997,30.4391,30.597275000000003
2017-10-25,30.977856250000002,31.1,29.88,30.62
2017-10-26,30.798928125000003,31.73,30.7293,31.309824999999996
2017-10-27,31.0543765625,31.29,30,30.7975
2017-10-30,30.925938281249998,30.925938281249998,29.5901,30.205025
2017-10-31,30.565481640625,30.68,29.8,30.19
2017-11-01,30.3777408203125,30.57,29.7018,30.110449999999997
2017-11-02,30.24409541015625,30.46,29.661,29.947750000000003
2017-11-03,30.095922705078124,30.17,29.35,29.759999999999998
2017-11-06,29.92796135253906,30.72,29.36,30.08
2017-11-07,30.003980676269528,30.89,29.71,30.255000000000003
2017-11-08,30.129490338134765,30.129490338134765,29.41,29.7425
2017-11-09,29.935995169067382,29.935995169067382,29.01,29.4575
2017-11-10,29.69674758453369,30.26,29.16,29.695
2017-11-13,29.695873792266845,31.11,29.297,30.18425
2017-11-14,29.94006189613342,30.7,29.6954,30.23885
2017-11-15,30.08945594806671,30.106,29.57,29.7665
2017-11-16,29.927977974033354,30.3201,29.69,29.892525000000003
2017-11-17,29.91025148701668,30.13,29.59,29.8825
2017-11-20,29.89637574350834,29.9305,29.075,29.533875000000002
2017-11-21,29.71512537175417,29.71512537175417,29.01,29.240000000000002
2017-11-22,29.477562685877086,29.56,29.2,29.3575
2017-11-24,29.417531342938545,29.99,29.25,29.6175
2017-11-27,29.517515671469273,29.95,29.07,29.665
2017-11-28,29.591257835734638,30,29.51,29.7175
2017-11-29,29.65437891786732,29.65437891786732,28.5,29.042500000000004
2017-11-30,29.34843945893366,29.34843945893366,28.41,28.6925
2017-12-01,29.020469729466832,29.020469729466832,27.52,28.1125
2017-12-04,28.566484864733418,28.566484864733418,27.26,27.7481
2017-12-05,28.15729243236671,28.15729243236671,25.86,26.6575
2017-12-06,27.407396216183354,27.407396216183354,25.69,26.415000000000003
2017-12-07,26.91119810809168,27.49,26.53,26.8825
2017-12-08,26.896849054045838,26.905,25.62,26.26375
2017-12-11,26.58029952702292,27,24.62,26.0625
2017-12-12,26.321399763511458,29.1,26.321399763511458,27.955
2017-12-13,27.138199881755728,28.89,26.36,27.5225
2017-12-14,27.330349940877866,28.6,27.15,27.8525
2017-12-15,27.591424970438933,29.69,27.05,28.61
2017-12-18,28.100712485219468,29.5,28.100712485219468,28.8525
2017-12-19,28.476606242609733,28.49,27.53,28.0825
2017-12-20,28.279553121304865,29.98,27.935,28.92625
2017-12-21,28.602901560652434,29.61,28.5,29.1
2017-12-22,28.851450780326218,29.29,28.03,28.5825
2017-12-26,28.716975390163107,29.062,28.42,28.6755
2017-12-27,28.696237695081553,29.46,28.696237695081553,29.045
2017-12-28,28.870618847540776,30.49,28.5301,29.557525
2017-12-29,29.214071923770387,30.39,29.214071923770387,29.985
2018-01-02,29.599535961885195,30.08,28.855,29.52875
2018-01-03,29.5641429809426,29.5641429809426,28.94,29.205
2018-01-04,29.3845714904713,29.49,28.9,29.1825
2018-01-05,29.28353574523565,29.28353574523565,28.59,28.96625
2018-01-08,29.124892872617824,29.124892872617824,28.21,28.8
2018-01-09,28.962446436308912,28.962446436308912,28.54,28.78
2018-01-10,28.871223218154455,28.99,28.2,28.69
2018-01-11,28.780611609077226,29.86,28.780611609077226,29.27
2018-01-12,29.02530580453861,29.95,28.754,29.371000000000002
2018-01-16,29.198152902269307,29.87,28.97,29.34
2018-01-17,29.26907645113465,29.59,29.2,29.38
2018-01-18,29.324538225567323,29.6444,28.841,29.25885
2018-01-19,29.29169411278366,29.49,28.61,29.02
2018-01-22,29.155847056391828,29.4,28.34,28.92
2018-01-23,29.037923528195915,29.14,28.58,28.8075
2018-01-24,28.922711764097958,29,27.56,28.4325
2018-01-25,28.67760588204898,28.67760588204898,27.75,28.0975
2018-01-26,28.387552941024488,28.387552941024488,27.57,28.051249999999996
2018-01-29,28.219401470512242,28.437,27.51,27.959250000000004
2018-01-30,28.089325735256125,28.089325735256125,27.2,27.63
2018-01-31,27.85966286762806,28.001,26.78,27.47025
2018-02-01,27.66495643381403,27.8,26.65,27.16
2018-02-02,27.412478216907015,27.48,26.41,26.924999999999997
2018-02-05,27.168739108453508,27.168739108453508,25.56,26.115
2018-02-06,26.64186955422675,26.64186955422675,25.16,25.6475
2018-02-07,26.144684777113376,26.47,25.37,25.9825
2018-02-08,26.06359238855669,27.02,26.06359238855669,26.5375
2018-02-09,26.300546194278347,26.9,25.54,26.369999999999997
2018-02-12,26.335273097139172,27.5,25.93,26.795
2018-02-13,26.565136548569587,28.16,26.565136548569587,27.627500000000005
2018-02-14,27.096318274284798,30.875,27.096318274284798,29.58625
2018-02-15,28.3412841371424,30.63,28.3412841371424,30.075
2018-02-16,29.2081420685712,30.48,29.2081420685712,29.9775
2018-02-20,29.5928210342856,30.4851,29.5928210342856,30.138775
2018-02-21,29.8657980171428,31.88,29.8657980171428,30.842499999999998
2018-02-22,30.354149008571397,31.5,30.0301,30.680025
2018-02-23,30.5170870042857,31.64,30,30.905
2018-02-26,30.71104350214285,31.65,30.71,31.22
2018-02-27,30.965521751071424,31.5,30.36,31.052500000000002
2018-02-28,31.009010875535715,32.75,30.4,31.715000000000003
2018-03-01,31.36200543776786,35,31.36200543776786,33.4825
2018-03-02,32.42225271888393,36.35,32.42225271888393,34.405
2018-03-05,33.41362635944196,37.33,33.41362635944196,36.09075
2018-03-06,34.75218817972098,36.64,33.88,35.42
2018-03-07,35.086094089860495,38.3623,33.75,36.120575
2018-03-08,35.60333454493025,39.92,35.60333454493025,38.700250000000004
2018-03-09,37.15179227246513,41.21,36.25,38.699999999999996
2018-03-12,37.925896136232566,40.67,37.51,38.955
2018-03-13,38.44044806811628,40.5,36.51,38.629999999999995
2018-03-14,38.53522403405814,41.5,37.9,40.1425
2018-03-15,39.33886201702907,41.18,39.33886201702907,40.372499999999995
2018-03-16,39.85568100851454,40.1889,38.06,39.314724999999996
2018-03-19,39.58520300425727,40.01,38.75,39.51
2018-03-20,39.54760150212863,40.53,38.9323,39.723075
2018-03-21,39.63533825106431,40.84,39.47,40.175000000000004
2018-03-22,39.905169125532154,41.5,39.8001,40.405025
2018-03-23,40.155097062766075,40.8604,38.31,39.5351
2018-03-26,39.84509853138304,45.09,39.8308,42.407700000000006
2018-03-27,41.12639926569152,46.26,40.68,43.445
2018-03-28,42.28569963284576,42.83,40.32,41.84
2018-03-29,42.06284981642288,43.723,41.83,42.69575
2018-04-02,42.379299908211436,44.25,42.379299908211436,43.504999999999995
2018-04-03,42.942149954105716,45.94,42.12,43.927499999999995
2018-04-04,43.434824977052855,43.434824977052855,41.176,42.054
